artist,uri,followers,genres,popularity,billboard
Jerry Wallace,spotify:artist:3dE4AKlTQ3EW6yU6F9LuQT,1169,['deep adult standards'],21,1
The Halos,spotify:artist:2aDHAKgP7zl7HAgZ5eE34G,350,"['rock gotico', 'rock tico']",4,1
Derrick Harriott,spotify:artist:1ht9oSlPiNywrg22T2sM8d,13354,"['dub', 'early reggae', 'lovers rock', 'reggae', 'rock steady', 'roots reggae', 'ska', 'ska revival']",44,0
Vinícius de Moraes,spotify:artist:5HlnN6xF2MD87KhGRmCRTd,292656,"['bossa nova', 'mpb', 'samba']",62,0
The Mar-Keys,spotify:artist:4EYRKWX3RvHihDHDr8TocR,15613,"['instrumental soul', 'memphis soul', 'soul', 'southern soul']",39,1
Sam Rivers,spotify:artist:0DNuWm5ZBKuCIXLNmrzuk5,9022,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",24,0
Steve Gray,spotify:artist:37iC8fZY4bflAM4GNAPSnn,1977,[],22,0
The Larks,spotify:artist:2g5SOob5tmBbErT2JNY4fh,4667,"['djent', 'thall']",22,1
Gogi Grant,spotify:artist:2Ak3GNswCQfRKDs3P8uWaQ,554,['deep adult standards'],18,1
Big Joe Williams,spotify:artist:07NzVZ0BHZ0QOOw7nGvCgo,24849,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",34,0
Pierre Barouh,spotify:artist:2YjZP3rHnFiJNTw6ZkCJkl,2444,['french soundtrack'],37,0
Marcello Giombini,spotify:artist:688plAtejMCpjbZi6N7Sug,581,['vintage italian soundtrack'],16,0
Herb Alpert,spotify:artist:09L3cUdx0hq6qn5bKuJJ4I,78414,"['adult standards', 'easy listening', 'lounge']",56,1
The Dave Brubeck Quartet,spotify:artist:4iRZAbYvBqnxrbs6K25aJ7,138283,"['bebop', 'contemporary post-bop', 'cool jazz', 'jazz', 'jazz quartet']",59,1
Keith,spotify:artist:0u2FHSq3ln94y5Q57xazwf,3685834,"['australian country', 'australian pop', 'contemporary country', 'country', 'country road']",77,1
Four Jacks And A Jill,spotify:artist:2iARYzqM7A0FMEgRI0RV90,995,['south african country'],21,1
Rita Pavone,spotify:artist:3xc8CD41vwsoBNkGXL3pS7,51838,"['classic italian pop', 'italian pop', 'ye ye']",47,1
Muriel Rukeyser,spotify:artist:0HGsXybaRHHMajJd88bsZ6,71,['poetry'],3,0
Bernard Estardy,spotify:artist:4Q9cCxYDsJQc4MhC2pQZhm,799,"['hammond organ', 'spytrack', 'vintage french electronic']",15,0
The Irish Rovers,spotify:artist:0tkKwWigaADLYB9HdFCjYo,85483,"['canadian celtic', 'celtic', 'irish folk', 'irish pub song']",55,1
Bernadette Carroll,spotify:artist:6QwBhFIOXWri9BNtwoIlKY,9039,[],49,1
Love,spotify:artist:64DTkZLH6KkkMwZEEZ5VWC,5576,[],56,1
Bruce & Terry,spotify:artist:587ktvH0lJ7YdX6hgP1RNm,224,[],7,1
Floyd Cramer,spotify:artist:6DQ6mdEhxCgHPqfX1niZZK,11042,"['easy listening', 'honky-tonk piano', 'nashville sound']",45,1
Jimmy Ruffin,spotify:artist:0hF0PwB04hnXfYMiZWfJzy,108834,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']",52,1
The Seeds,spotify:artist:4UXJsSlnKd7ltsrHebV79Q,835941,"['art rock', 'permanent wave']",68,1
Shelley Fabares,spotify:artist:6ZID5oFfvvgzIRrqXaTJSy,10704,"['brill building pop', 'deep adult standards', 'doo-wop']",33,1
Teddy & The Twilights,spotify:artist:3Rjn0Nm93xmuEPPPnDlHFc,25,[],1,1
Dreamlovers,spotify:artist:0DjSbHr4lQqwTUHTfLX4gc,289,[],23,1
Hank Snow,spotify:artist:3fq6r0bSIm4McymHKNMk4S,45828,"['canadian country', 'canadian singer-songwriter', 'nashville sound']",40,1
Larry Hall,spotify:artist:17nxEt3oZte3eUuVio6W55,538,"['christian relaxative', 'deep adult standards']",29,1
Herbie Mann,spotify:artist:6ycoXr0Ayd89vFUT6BOiWo,27429,"['bossa nova', 'cool jazz', 'jazz flute', 'jazz funk', 'soul jazz']",48,1
King Curtis,spotify:artist:0WxOgeRxUt0MwPrI7A5atQ,22639,"['funk', 'jazz blues', 'jazz saxophone', 'soul', 'soul jazz']",44,1
Little Milton,spotify:artist:0MPtuQaV2GiRdLjAkPOaan,27820,"['blues', 'electric blues', 'memphis soul', 'soul', 'soul blues', 'southern soul']",35,1
Dickey Lee,spotify:artist:34Ym7wEA9olyXIQ5eRAZjq,1659,[],25,1
B. Bumble & The Stingers,spotify:artist:6Z3V0wUuOHqAa7R7qhoVW9,1213,"['merseybeat', 'rock-and-roll']",22,1
Johnny Horton,spotify:artist:1bBZcz4jP7CoPlqpCFh4gz,106227,"['country', 'cowboy western', 'rock-and-roll', 'rockabilly']",53,1
Bobby Lewis,spotify:artist:6KfBWaX13etjtEZ4d9aTWW,1644,['rhythm and blues'],36,1
Dueto America,spotify:artist:1Zs8KxqHyj9q8yvxWfly8Q,9,[],1,0
Spiral Starecase,spotify:artist:2L0rKeh177ttxZoNvefdbX,637,[],34,1
The Dyna-Sores,spotify:artist:6nAWkzyyVKbREKpukRzKhT,20,[],11,1
Just Us,spotify:artist:6gZBuGRyiyGkAVFCJAWdMk,1115,[],35,1
The Platters,spotify:artist:6KWcxMWVNVIYbdOQyJtsSy,398016,"['adult standards', 'brill building pop', 'doo-wop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",62,1
Charlie Rich,spotify:artist:218kRJZ7FJs0hWIk8Ynzhz,109671,"['arkansas country', 'country', 'country rock', 'nashville sound']",54,1
The Newbeats,spotify:artist:6LK7EEHFApe9FZbFRFyBDN,994,['northern soul'],34,1
The Novas,spotify:artist:6ORKGa4WOkewadSTSMF6b0,0,[],0,1
Patti Page,spotify:artist:4nZN9kln8toEzOifhWG2uF,75183,"['adult standards', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge']",50,1
Burt Bacharach,spotify:artist:35y7CZMg7jbG8Q96JY7dyC,122578,"['adult standards', 'brill building pop', 'easy listening', 'lounge']",53,1
Rufus Thomas,spotify:artist:3iRSHS3b4NUdjNbnw3Opg8,44174,"['classic soul', 'funk', 'memphis blues', 'memphis soul', 'rhythm and blues', 'soul', 'southern soul']",41,1
Lord Creator,spotify:artist:3KlE1auvNzJPD27W4hEHjs,4157,"['calypso', 'rock steady']",38,0
Jackson Mac Low,spotify:artist:02vYT717k8VFCRyQftgwDw,0,[],0,0
Jody Miller,spotify:artist:656TGMl6uRQSQlFRVCKt7w,5304,"['nashville sound', 'oklahoma country']",21,1
Da Brat,spotify:artist:2I1bnmb9VQEQGKHxvr0gSf,258102,"['chicago rap', 'gangster rap', 'hip hop', 'hip pop', 'new jack swing', 'pop rap', 'r&b', 'rap', 'urban contemporary']",56,0
Nico Fidenco,spotify:artist:52d9m6IXscaaj65IyVecXP,5931,"['classic italian pop', 'vintage italian soundtrack']",37,0
The Nashville Teens,spotify:artist:5ZMLeokWf9ZKDStGUhokji,4635,"['british invasion', 'merseybeat']",29,1
Sonny Sharrock,spotify:artist:6QBN53AVQ0IcbSZrKxqwoB,7374,"['avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz guitar', 'spiritual jazz']",26,0
The Joe Harriott-John Mayer Double Quintet,spotify:artist:16K1beBkka6Sn005HbmfNe,284,"['indian jazz', 'spiritual jazz']",5,0
The Woolies,spotify:artist:0LunUqJo6K99sNFMHbML69,251,['classic garage rock'],18,1
Enrico Macias,spotify:artist:1n1k5yFQxYhohOmSWVmTo6,33221,['chanson'],46,0
The O'Jays,spotify:artist:38h03gA85YYPeDPd9ER9rT,630792,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",62,1
Joe South,spotify:artist:7s2L0cftC6UBVVxADuyfwS,6307,"['bubblegum pop', 'folk rock', 'merseybeat']",37,1
Gloria Lynne,spotify:artist:2XThtYxaIaPS5o9soX7kAu,3257,['vocal jazz'],25,1
Barrett Strong,spotify:artist:3MKwHkhEjcvzva2rasZeWD,13931,['motown'],46,1
Strawberry Alarm Clock,spotify:artist:1nyQBzKgZ2hBLr7PnyV7cI,62443,"['bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'freakbeat', 'psychedelic rock', 'sunshine pop']",43,1
The Barbarians,spotify:artist:35CbcTQSprsyapTfdPxEIf,3915,"['classic garage rock', 'freakbeat', 'protopunk']",20,1
Lorne Greene,spotify:artist:7CHyTolf8RTuUaW4yYV52d,2790,['cowboy western'],36,1
Van Morrison,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,1601104,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",77,1
The Ribbons,spotify:artist:1RCv6y06lVAur95DNr45Oh,65,[],1,1
Lulu,spotify:artist:0A1oy7PC7fdzURgaLaWkL1,1227055,"['brazilian rock', 'mpb', 'pop nacional']",66,1
Johnny Bond,spotify:artist:3oY80B5wwJ7TH3inVejOQ0,3983,"['cowboy western', 'oklahoma country']",38,1
Stonewall Jackson,spotify:artist:0NqxUSg57tX1o1WG7VU1Vp,30090,"['classic country pop', 'honky tonk']",40,1
Laurindo Almeida,spotify:artist:5PkDpzWMZR7Id1vldhF8Qk,6889,"['bossa nova', 'brazilian jazz', 'exotica', 'jazz guitar', 'lounge', 'violao']",37,0
Antonín Dvořák,spotify:artist:6n7nd5iceYpXVwcx8VPpxF,319892,"['classical', 'late romantic era']",63,0
Nelson Riddle,spotify:artist:6PyGlGbMoNqkofF14K4BWb,10813,"['adult standards', 'big band', 'classic soundtrack', 'easy listening', 'exotica', 'lounge']",49,1
Albert King,spotify:artist:5aygfDCEaX5KTZOxSCpT9o,272772,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']",53,1
Domenico Scarlatti,spotify:artist:0mFblCBw0GcoY7zY1P8tzE,82956,"['baroque', 'classical', 'early music', 'italian baroque']",55,0
The Blue Diamonds,spotify:artist:3S9VOVAAECM8pdNr5p7c2J,5843,"['adult standards', 'classic schlager', 'indorock', 'nederpop', 'vintage dutch pop']",41,1
Bruno Nicolai,spotify:artist:1zPQrFtF93xibAcM35FYvl,4885,"['classic soundtrack', 'vintage italian soundtrack']",32,0
Jackie Lee,spotify:artist:25MYbTsDB9aQ70l6VqNKOR,8106,[],43,1
Moondog,spotify:artist:7HvQfRNJCvPXTVirKKB0Nn,68269,"['art rock', 'bow pop', 'compositional ambient', 'experimental', 'laboratorio', 'outsider']",50,0
Long John Baldry,spotify:artist:5x9DWz6SpEVu9NgL8aktm2,5714,"['british blues', 'canadian blues']",34,1
Mickey Murray,spotify:artist:2UNt2G7k5v533rS87DHQNc,147,[],8,1
Mongo Santamaria,spotify:artist:2oVwztjpHpJlAvlVVuqVa0,37906,"['boogaloo', 'cuban rumba', 'jazz cubano', 'latin jazz']",46,1
The Radiants,spotify:artist:2aB94xAF1yUDTGLTIdkw7I,661,['chicago soul'],21,1
Novalis,spotify:artist:3FqDgRf9BV7GdhVXs49qRj,4043,"['italian progressive rock', 'krautrock']",19,0
Kool & The Gang,spotify:artist:3VNITwohbvU5Wuy5PC6dsI,1307543,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul']",69,1
Victor Lundberg,spotify:artist:3aPt0ITiKD1r1GXV3RvOUh,16,[],5,1
Brooks O'Dell,spotify:artist:4nbhncEOWMWSq1LErArwmP,41,['deep southern soul'],3,1
Lolita,spotify:artist:1uflDfFlGattqNVKCnCB8P,3459,[],33,1
Iron Butterfly,spotify:artist:3cdvlbCYf4WoBdy89RWkNS,210646,"['acid rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",48,1
Henson Cargill,spotify:artist:6OUTtVUjAvUF0uZ3wudxtv,2747,"['cowboy western', 'oklahoma country']",39,1
Harold Dorman,spotify:artist:1wM79nvxGvl9iTEPg6m2WM,62,[],9,1
Barbara Acklin,spotify:artist:5cIS9VdHDj2fozLl19Gg2A,4595,"['chicago soul', 'classic soul', 'southern soul']",32,1
Bud Shank,spotify:artist:2UuKUaomk3bZ0nHM3Y3FdW,3671,"['cool jazz', 'jazz saxophone']",31,1
Barry McGuire,spotify:artist:6xdkfNRMtBzeu7t4wyum2X,11432,"['bubblegum pop', 'folk rock']",46,1
Al Hirt,spotify:artist:0TGsWvnbtExsbGUSWtXENE,12926,"['adult standards', 'dixieland', 'easy listening', 'jazz trumpet', 'lounge', 'new orleans jazz', 'space age pop']",43,1
Claude King,spotify:artist:3apueasSp0paDZeS4aU06g,6634,['cowboy western'],35,1
Sue Thompson,spotify:artist:4KCnuZQWRl9FEwAcduZhP9,9370,"['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll']",36,1
The Outsiders,spotify:artist:0GNQIRU9f9Zf2aQqErkDYu,2502,"['classic garage rock', 'freakbeat', 'nederpop']",32,1
Jerry Jaye,spotify:artist:34LPrj2jJHyeenP4sURa7N,616,[],31,1
Spyder Turner,spotify:artist:1WY9RIHsINGWgV7Ne3D8gx,209,['northern soul'],19,1
The James Boys,spotify:artist:4t6nYAHnezc0edgoKzZKwP,47,[],7,1
Travis Wammack,spotify:artist:3WMInzBGPhpDHCDv2wsZVj,389,[],11,1
The Youngbloods,spotify:artist:5I6MzhNEMk27cZsCqGAIYo,61982,"['bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'psychedelic rock', 'roots rock', 'traditional folk']",46,1
Richard Anthony,spotify:artist:6fhXbgrtC1AffxqI32lPwz,22028,"['chanson', 'ye ye']",44,0
Teddy Randazzo,spotify:artist:7IAvIH8JtrxdwsydRKwh24,530,[],20,1
Walter Brennan,spotify:artist:14VbTTVRZW6DtcaFU4cPO8,925,['traditional country'],20,1
Aaron Neville,spotify:artist:57ALvbCBaCkNlgTOSiUPdT,71037,"['motown', 'soul']",57,1
Charles Lloyd,spotify:artist:0GC1oqEWpiAjfE7jm5LQO5,18292,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'jazz', 'jazz fusion', 'jazz quartet', 'jazz saxophone']",47,0
Fred Neil,spotify:artist:3xmUdkZUQbtMM62XP4nnb6,15685,"['american folk revival', 'country rock', 'folk', 'folk rock', 'psychedelic rock', 'singer-songwriter', 'traditional folk']",44,0
Roy Clark,spotify:artist:6iOpZ3mUTWOjjER4mGcZmS,34722,"['classic country pop', 'oklahoma country']",39,1
Lena Horne,spotify:artist:2I6nP70ltmOHi6xjJUXHMe,31931,"['adult standards', 'lounge', 'torch song', 'vocal jazz']",39,1
Mrs. Miller,spotify:artist:1hO1BIz2rXk8mmiaDAFcPw,2,[],0,1
The Bermudas,spotify:artist:0wDUb8DSu63ZIwP6FhMH9n,99,[],13,1
Jerry Vale,spotify:artist:5MaJrqhwysKwbvDePyAS6l,41006,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",49,1
The Packers,spotify:artist:30jYsKUr5Xn1bR2m71tc22,75,[],6,1
Denny Reed,spotify:artist:6tqcfDt9Wkayd7VgHtRuPX,32,[],6,1
Johnny Maestro,spotify:artist:1pXoY8oTJtPVGsrB4jmCRw,5174,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",44,1
Doris Troy,spotify:artist:3jiBDfjnWIdLQEEOdKqZex,7258,"['brill building pop', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",41,1
Earl-Jean,spotify:artist:3jiBDfjnWIdLQEEOdKqZex,7258,"['brill building pop', 'motown', 'northern soul', 'rhythm and blues', 'southern soul']",41,1
Paul Evans,spotify:artist:1VCjlBPsXgs5YMMFDWw6nA,596,['novelty'],26,1
The Guess Who,spotify:artist:0cQuYRSzlItquYxsQKDvVc,327139,"['album rock', 'blues rock', 'bubblegum pop', 'classic canadian rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",62,1
Igor Stravinsky,spotify:artist:7ie36YytMoKtPiL7tUvmoE,215246,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']",55,0
Charles Brown,spotify:artist:3trsSEaKM3UM2R9RBJwdtJ,8812,"['jazz blues', 'piano blues']",29,1
Slim Harpo,spotify:artist:36hwOoNPgnsKnhoMBYpJrJ,30256,"['acoustic blues', 'blues', 'electric blues', 'harmonica blues', 'louisiana blues', 'rhythm and blues', 'swamp blues', 'traditional blues']",41,1
The Paradons,spotify:artist:3rZKnhYrwfRs3wluf9vnsO,648,['doo-wop'],13,1
Kay Starr,spotify:artist:7rpf45DdbpweG51Acze45i,26446,"['adult standards', 'big band', 'brill building pop', 'deep adult standards', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",42,1
Bobby Hebb,spotify:artist:2uNpV18izVIP7DNusoWbT5,16699,"['motown', 'northern soul']",51,1
The Gentrys,spotify:artist:7CX29P9at96WXxJ89hqZ24,777,"['bubblegum pop', 'classic garage rock']",19,1
Arthur Prysock,spotify:artist:6yJZMmgqsTjH6ooVALu7oT,2936,[],22,1
Darrell Banks,spotify:artist:5vWhw0XzIKRr5YUsYB2w3m,5408,"['motown', 'northern soul', 'southern soul']",29,1
Bobby Gregg and His Friends,spotify:artist:1GjAVDnlr0HuLCdeb8iRKX,22,[],0,1
Hedgehoppers Anonymous,spotify:artist:5A3bl1xizicm2UoXHmmkkq,241,['british invasion'],15,1
The Jaynetts,spotify:artist:0AIj40Eh5327K0Ywz7upNG,703,['classic girl group'],24,1
Johnny Thunder,spotify:artist:421A23lYymEUE6SozCfWbr,54290,"['garage rock', 'glam punk', 'glam rock', 'instrumental surf', 'protopunk', 'pub rock', 'punk', 'punk blues']",39,1
Sammy Turner,spotify:artist:7vRKbyzNu0HkFhOmt2ARgV,244,[],15,1
Red Sovine,spotify:artist:7wVgfy012qNvQ607JM5Qsf,45441,['truck-driving country'],45,1
Eddie Holman,spotify:artist:4hLuzWVCPicO3nNHfFvB32,13238,"['classic soul', 'motown', 'northern soul', 'philly soul']",37,1
Grand Funk Railroad,spotify:artist:0qEcf3SFlpRcb3lK3f2GZI,518790,"['album rock', 'art rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock']",58,1
The Limeliters,spotify:artist:08Zx5pufnilNAjm28CauiH,7877,"['american folk revival', 'traditional folk']",32,1
George Maharis,spotify:artist:2L9desEFj6VPtB3yBAxxap,199,[],16,1
Sun Ra,spotify:artist:0tIODqvzGUoEaK26rK4pvX,95780,"['afrobeat', 'afrofuturism', 'art rock', 'avant-garde jazz', 'experimental', 'experimental rock', 'free improvisation', 'free jazz', 'no wave', 'spiritual jazz']",48,0
Rolf Harris,spotify:artist:50KLYZQtZLrR2gGa5oHJEF,6061,['novelty'],33,1
Janis Joplin,spotify:artist:4NgfOZCL9Ml67xzM0xzIvC,2097489,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",68,1
Mary Hopkin,spotify:artist:5pBljwfwnohfSNDXixEYHm,16059,"['folk rock', 'merseybeat']",43,1
The Ivy Three,spotify:artist:6Uk6YP0Dt3lq1SIXF3l8Bh,13,['novelty'],1,1
Rene & Rene,spotify:artist:7IBisryIBGbvj4wBDuRvy5,7143,"[""children's music""]",54,1
Byron Morris and Unity,spotify:artist:412VGAnsg32JzeFoFNhBwU,175,['spiritual jazz'],4,0
John D. Loudermilk,spotify:artist:2uZxOKdDo7Uy4M0jDa9DNx,780,['rock-and-roll'],23,1
Louise Brown,spotify:artist:1h3lMbvyiKi8IGCWpz5Lqs,3,[],0,1
Fred Darian,spotify:artist:4IZNWdJeOXzlpU6VkZT3mM,6,[],0,1
The Ides Of March,spotify:artist:1Csjn2SQV7R9szDhhR7Aji,8355,[],38,1
The Standells,spotify:artist:4BM6qze88exQPVILQpcYpj,14993,"['bubblegum pop', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",38,1
The Nightcrawlers,spotify:artist:0iUTfU4PPnlhOVZQR6AM4B,126,[],28,1
Tony Joe White,spotify:artist:6QvgWa4x3Ij4tvBpFMo11P,63433,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'louisiana blues', 'mellow gold', 'modern blues', 'roots rock', 'swamp blues', 'swamp pop']",53,1
Robert John,spotify:artist:0f8MDDzIc6M4uH1xH0o0gy,390668,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'traditional blues']",52,1
The Clash,spotify:artist:3RGLhK1IP9jnYFH4BRFJBS,1827129,"['classic rock', 'dance rock', 'permanent wave', 'punk', 'rock']",74,0
Al Casey,spotify:artist:0r4yF1RezJdMAgOBrIbTKA,43,[],14,1
Merrilee Rush,spotify:artist:5TnMVQgTIbp6z3AydwnHW6,406,"['bubblegum pop', 'folk rock']",31,1
Gabriel And The Angels,spotify:artist:2bmaZDED553dfmMEtN5ads,17,[],1,1
Ruth Brown,spotify:artist:4EYVgfZJ8wKXWmIvCx3gOY,23595,"['jazz blues', 'jump blues', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'southern soul']",40,1
Marion Brown,spotify:artist:5OKhN5AURco1pBqba3CbnS,3244,"['avant-garde jazz', 'free improvisation', 'free jazz', 'jazz saxophone']",19,0
Frankie Calen,spotify:artist:0XxUN7gyVNFFZcRDQugP9t,5,[],0,1
Roy Drusky,spotify:artist:76ODQBEHQvAbQIUbALYkyi,4958,"['classic country pop', 'nashville sound']",26,1
The Wailers,spotify:artist:2QsynagSdAqZj3U9HgDzjD,8085970,['reggae'],83,1
Wes Montgomery,spotify:artist:03YhcM6fxypfwckPCQV8pQ,142000,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz guitar', 'soul jazz']",56,1
Ataulfo Alves,spotify:artist:1PN9qNlYslnARNuQi3fwZN,27403,"['samba', 'velha guarda']",26,0
Sarah Vaughan,spotify:artist:1bgyxtWjZwA5PQlDsvs9b8,399671,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",56,1
The Crests,spotify:artist:64vw6q9ZBTop3Tf2ol1x4U,17760,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']",45,1
The Original Caste,spotify:artist:2YF9R3YmOHqZ4yK29iKKgl,572,[],29,1
Mariah Carey,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,5576191,"['dance pop', 'pop', 'r&b', 'urban contemporary']",79,0
Billy Bland,spotify:artist:4mDEpwlcBham5q1dmykSG0,347,[],13,1
The Springfields,spotify:artist:4kwCLM6VuDfkyWAyn9xFlq,1385,['c86'],24,1
Three Dog Night,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,466264,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",62,1
Mahalia Jackson,spotify:artist:6QBUIuGCAJSAtefEY1EEdB,46188,['gospel'],41,1
Vanity Fare,spotify:artist:0Wt8hmgHtXUgwsLg5NpMZv,6316,"['bubblegum pop', 'folk rock', 'merseybeat']",33,1
Dee Dee Warwick,spotify:artist:3KeTziLAcJFEnbhfIMRh5w,5316,['brill building pop'],28,1
The Sevilles,spotify:artist:2c4EN2lNPD58SX8NPCLQBI,47,[],12,1
Sonny Terry,spotify:artist:66hQFpsfaFzK8UbsQofCGv,14081,"['acoustic blues', 'blues', 'country blues', 'harmonica blues', 'piedmont blues', 'traditional blues']",36,0
Jimmy Soul,spotify:artist:7k4MYPtpz3fAViMuuLi9ry,2770,[],38,1
Prince Buster,spotify:artist:75S63f1AmZUa9gpQvlt5NB,36699,"['dub', 'reggae', 'rock steady', 'ska', 'ska revival']",46,1
Bobby Parker,spotify:artist:6MhzidtPk8pe4VIMqDRH0F,383,[],11,1
The Challengers,spotify:artist:08Lo1LUP9sCEWm58t38SqP,3604,"['instrumental surf', 'surf music']",27,0
Lalo Schifrin,spotify:artist:39iHRO9MH9To3gjW7wqaW1,26501,"['classic soundtrack', 'latin classical', 'latin soundtrack', 'lounge', 'theme']",46,1
Christoph Willibald Gluck,spotify:artist:7vfydQ0nVBVgJ0ajs8EtRM,25757,"['classical', 'classical era', 'early music', 'galante era']",54,0
Rundfunk Sinfonieorchester Berlin,spotify:artist:15QTSK7NBFJawaoxQALt9s,158,['orchestra'],30,0
The Four Preps,spotify:artist:5MsnoFODDc5nxWrjm99Zew,7659,"['brill building pop', 'deep adult standards', 'doo-wop', 'vocal harmony group']",32,1
John Buddy Williams,spotify:artist:2yerXtOVlItNamy6gbgN3G,18,['calypso'],3,0
Rhinoceros,spotify:artist:43c6vBvKTgCr0gt6hK5xbP,30,[],0,1
Alexander Borodin,spotify:artist:34MYamymtmnsmpwbqydd7I,21788,"['classical', 'late romantic era', 'russian romanticism']",50,0
Tommy Hunt,spotify:artist:3w6zNa4W2GRH27JNb3xK1X,436,['northern soul'],17,1
Bombay Jayashri,spotify:artist:5OTt6O4Q22YsqZDaWV6FqC,65209,"['carnatic', 'carnatic vocal', 'deep indian pop', 'filmi', 'indian classical', 'tamil pop']",49,0
Clarence Reid,spotify:artist:1kVUxIDOOo663d1gr3dVZo,3709,['rare groove'],24,1
2 Of Clubs,spotify:artist:4Qtg3TYpqjQrvWDjB0KYpa,19,[],0,1
Dobie Gray,spotify:artist:3mC1KCuZZSOlN8Z0M56VsV,16269,"['motown', 'northern soul']",51,1
The New Yorkers,spotify:artist:0rzpgxQRtcaGme1Yx4Rv41,59,[],25,1
The Candymen,spotify:artist:3ZbEuH9mrK9nvT7sCKpeFY,3108,['swing italiano'],29,1
