,carat,cut,color,clarity,depth,table,x,y,z,cut_mdl,color_mdl,clarity_mdl,price_predicted
1400,0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4,2,2,4219.346872948443
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,4,5,2,10036.258108329203
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,1,6,2,5743.065081366003
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,2,1,2,5898.771120098747
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,2,6,2,4947.75952816994
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,4,1,2,9124.145951017046
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3,3,2,2644.582788765604
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,4,3,2,2778.6780304890954
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,3,2,2,6704.472053270974
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,3,1,2,14312.982534741928
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,4,1,2,590.556834028389
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,3,6,2,11418.67837161768
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,3,3,2,400.0
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,3,4,2,5935.408902260366
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,0,4,2,9166.235375411796
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,2,5,2,4698.6087435028185
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,2,2,2,947.8441624088234
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,3,3,2,5855.240080305892
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,0,4,2,5026.177288951951
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,1,5,2,4564.513501779327
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,1,4,2,4315.362717112208
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4,3,2,5397.898452535119
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,2,5,2,947.8441624088234
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,4,5,2,4121.889413386567
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,4,3,2,581.9125152246879
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,4,5,2,10712.18595917979
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,1,3,2,947.8441624088234
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,1,1,2,8806.351207202897
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,4,2,2,6754.076313638141
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,2,1,2,3702.0056048343404
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,3,0,2,13134.43095515525
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,4,5,2,3361.4705811796584
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,4,1,2,947.8441624088234
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,4,6,2,1244.8738878697231
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,4,1,2,14700.55072053439
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,3,1,2,2568.7361262129816
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,3,5,2,3142.8843580998428
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,4,6,2,2343.256645501928
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,3,6,2,6349.21949023828
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,4,6,2,6145.350806536477
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,3,5,2,947.8441624088234
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,3,4,2,947.8441624088234
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,4,0,2,400.0
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,2,6,2,947.8441624088234
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,4,1,2,5997.979640833082
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,4,4,2,6322.977088052827
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,2,4,2,5378.858753755256
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,0,5,2,5275.32807361907
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,2,3,2,989.6498826282923
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4,3,2,4468.497657615562
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,2,6,2,947.8441624088234
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,1,2,2,947.8441624088234
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,2,2,2,13245.164338697028
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,0,1,2,5039.143767157502
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,4,2,2,947.8441624088234
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,3,3,2,400.0
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,4,4,2,1844.9550761676883
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,3,2,2,13463.75056177684
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,3,6,2,400.0
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,1,2,2,947.8441624088234
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,3,3,2,6446.676949800152
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,4,1,2,2280.376461154856
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,4,1,2,13602.167962902186
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,2,3,2,989.6498826282923
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,2,5,2,558.5506570429734
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,3,5,2,608.1549174101428
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,2,3,2,4284.7981555249025
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,2,5,2,947.8441624088234
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,4,2,2,13513.35482214401
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2,6,2,3342.4308823997944
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,2,5,2,558.5506570429734
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,2,6,2,4947.75952816994
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,4,1,2,3378.7592187870596
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,3,3,2,2644.582788765604
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,4,2,2,13935.809728925626
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,4,1,2,10729.47459678719
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,4,4,2,947.8441624088234
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,3,2,2,6957.944997339944
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,2,3,2,400.0
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,2,3,2,13578.806104720468
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,4,5,2,657.7591777773114
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,2,1,2,913.8032200756688
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,2,4,2,400.0
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,4,6,2,400.0
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,2,1,2,1082.785182788316
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,4,2,2,5486.711593293292
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,3,3,2,870.2721802828137
1747,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,4,3,2,10467.357333914522
1749,1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,4,0,2,6255.7747443039025
1751,1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,4,4,2,8012.796715179293
1752,1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,4,4,2,9871.598305018406
1754,1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,4,1,2,4815.105901844556
1755,0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,1,3,2,4066.2119324450887
1759,0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4,4,2,4802.139423639004
1766,1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,2,4,2,5294.367772398933
1768,0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,4,1,2,4730.614920488233
1770,1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,3,4,2,5597.444976835071
1771,0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,1,5,2,3212.6578000781537
1774,0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,2,4,2,1238.8006672954116
1775,1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,3,5,2,5762.104780145866
1779,0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,3,1,2,2568.7361262129816
1781,0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,2,1,2,744.8212573630226
1783,0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,4,4,2,947.8441624088234
1787,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1,5,2,1184.8742475263934
1793,0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,1,4,2,4991.290567962795
1794,0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,4,4,2,400.0
1796,1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,4,1,2,6673.907491683669
1805,0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,4,6,2,653.43701837546
1811,0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,2,6,2,4947.75952816994
1812,0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,3,5,2,3142.8843580998428
1813,0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,3,6,2,400.0
1815,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,2,1,2,3533.0236421216932
1816,0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,3,6,2,400.0
1817,0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,4,3,2,1849.2772355695388
1828,0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,4,3,2,4975.443545753502
1830,0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,1,6,2,589.1152186302788
1831,0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,3,3,2,1039.2541429954608
1838,0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,1,6,2,927.0791440555731
1846,1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,0,2,2,4781.34866368668
1855,1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,2,4,2,7829.097213088635
1860,2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,4,0,2,14366.908954510945
1866,1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,2,6,2,5877.160323089494
1871,0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,3,4,2,947.8441624088234
1872,0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,2,1,2,947.8441624088234
1874,1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,3,4,2,6611.336753110951
1880,0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,4,6,2,1920.8017387203108
1882,1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,3,6,2,7109.638322445189
1884,1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,1,5,2,10478.882196721963
1885,0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,3,1,2,540.9525736612213
1889,0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,2,6,2,3933.8677518940585
1891,0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,4,0,2,1608.7707697061205
1894,0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,3,3,2,947.8441624088234
1896,0.37,Ideal,F,SI1,61.3,55.0,4.61,4.65,2.84,4,4,2,400.0
1897,1.03,Ideal,G,SI1,60.1,59.0,6.6,6.57,3.96,4,3,2,5566.880415247764
1899,1.0,Fair,H,SI1,65.5,57.0,6.26,6.21,4.08,0,2,2,4527.87571961771
1906,1.02,Ideal,G,SI1,60.6,59.0,6.55,6.52,3.96,4,3,2,5482.389433891443
1907,0.58,Ideal,H,SI1,62.2,57.0,5.34,5.37,3.33,4,2,2,1515.635469546096
1910,0.37,Ideal,D,SI1,61.5,57.0,4.63,4.6,2.84,4,6,2,737.9279997317835
1920,1.21,Ideal,H,SI1,61.8,55.0,6.82,6.86,4.23,4,2,2,6838.567294994466
1946,0.7,Ideal,E,SI1,62.8,56.0,5.69,5.72,3.58,4,5,2,3276.979599823334
1948,1.0,Good,F,SI1,60.1,65.0,6.4,6.44,3.86,1,4,2,5160.272530675442
1952,0.7,Ideal,D,SI1,61.8,56.0,5.63,5.73,3.51,4,6,2,3526.130384490454
1956,1.03,Ideal,F,SI1,62.6,57.0,6.42,6.46,4.03,4,4,2,5816.031199914885
1957,1.51,Premium,G,SI1,61.3,61.0,7.41,7.34,4.52,3,3,2,9488.352278627794
1958,0.51,Premium,D,SI1,60.1,60.0,5.14,5.18,3.1,3,6,2,1786.7064969968196
1959,1.01,Very Good,F,SI1,63.1,59.0,6.3,6.37,4.0,2,4,2,5378.858753755256
1960,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,3,2,2,7464.890885477886
1965,0.8,Very Good,F,SI1,63.9,56.0,5.84,5.87,3.74,2,4,2,3604.5481452724653
1967,0.38,Very Good,E,SI1,62.8,58.0,4.6,4.63,2.9,2,5,2,400.0
1969,1.01,Very Good,H,SI1,60.2,60.0,6.5,6.48,3.91,2,2,2,4880.557184421015
1970,1.56,Ideal,I,SI1,62.5,54.0,7.45,7.37,4.63,4,1,2,9546.600857798665
1971,0.34,Ideal,I,SI1,61.9,57.0,4.44,4.48,2.76,4,1,2,947.8441624088234
1972,1.01,Very Good,D,SI1,62.8,60.0,6.36,6.42,4.01,2,6,2,5877.160323089494
1976,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.67,4,2,2,947.8441624088234
1982,0.7,Very Good,J,SI1,61.7,57.0,5.65,5.69,3.5,2,0,2,1763.0351930407533
1984,0.3,Good,G,SI1,63.8,56.0,4.3,4.26,2.73,1,3,2,947.8441624088234
1987,0.51,Premium,F,SI1,60.5,59.0,5.18,5.13,3.12,3,4,2,1288.4049276625801
1988,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3,4,2,3907.6253497086036
1989,2.01,Premium,G,SI1,60.3,59.0,8.23,8.15,4.94,3,3,2,13712.90134644396
1990,0.3,Very Good,E,SI1,60.6,56.0,4.35,4.37,2.64,2,5,2,947.8441624088234
1992,2.01,Premium,J,SI1,59.8,57.0,8.17,8.13,4.87,3,0,2,12965.448992442602
1993,1.0,Good,F,SI1,63.7,58.0,6.29,6.34,4.02,1,4,2,5160.272530675442
1994,0.53,Ideal,E,SI1,60.6,57.0,5.27,5.23,3.18,4,5,2,1840.6329167658378
1997,1.57,Premium,G,SI1,59.2,59.0,7.6,7.68,4.52,3,3,2,9995.298166765737
2005,0.7,Fair,H,SI1,65.3,55.0,5.58,5.54,3.63,0,2,2,1993.1462789280104
2012,2.0,Fair,J,SI1,66.4,55.0,7.82,7.67,5.15,0,0,2,12478.672285915807
2015,1.52,Very Good,I,SI1,62.7,59.0,7.26,7.34,4.58,2,1,2,8940.446448926388
2016,0.72,Very Good,H,SI1,60.3,55.0,5.84,5.85,3.52,2,2,2,2430.318725087639
2022,0.72,Ideal,D,SI1,61.6,55.0,5.75,5.8,3.56,4,6,2,3695.1123472031004
2026,2.0,Very Good,G,SI1,62.5,58.0,7.98,8.04,5.01,2,3,2,13494.315123364147
2027,0.51,Good,F,SI1,64.1,58.0,5.03,5.02,3.22,1,4,2,1020.2144442155968
2028,1.0,Premium,E,SI1,60.5,59.0,6.4,6.45,3.89,3,5,2,5677.613798789544
2031,0.77,Ideal,J,SI1,61.6,55.0,5.87,5.93,3.63,4,0,2,2622.6625459820007
2047,1.5,Ideal,H,SI1,61.6,57.0,7.34,7.24,4.49,4,2,2,9288.805754327843
2050,0.7,Very Good,G,SI1,62.5,57.0,5.63,5.7,3.54,2,3,2,2510.487547042112
2051,0.51,Premium,H,SI1,60.6,59.0,5.17,5.13,3.12,3,2,2,790.1033583283415
2052,0.52,Very Good,F,SI1,63.7,58.0,5.11,5.13,3.26,2,4,2,1238.8006672954116
2060,0.4,Good,E,SI1,63.2,56.0,4.65,4.69,2.95,1,5,2,400.0
2063,0.51,Premium,D,SI1,62.3,57.0,5.13,5.08,3.18,3,6,2,1786.7064969968196
2072,2.25,Premium,I,SI1,60.1,60.0,8.55,8.51,5.13,3,1,2,15242.383329661483
2083,1.06,Ideal,F,SI1,62.2,57.0,6.52,6.5,4.05,4,4,2,6069.504143983857
2089,1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91,2,2,2,5049.5391471336625
2090,0.65,Ideal,F,SI1,61.4,58.0,5.56,5.5,3.39,4,4,2,2605.3739083745986
2097,0.42,Ideal,E,SI1,61.3,57.0,4.79,4.81,2.94,4,5,2,911.2321218462812
2101,1.0,Premium,J,SI1,60.8,58.0,6.39,6.44,3.9,3,0,2,4431.859875453945
2113,0.9,Very Good,E,SI1,63.1,58.0,6.12,6.02,3.83,2,5,2,4698.6087435028185
2116,0.34,Ideal,D,SI1,60.4,57.0,4.53,4.51,2.73,4,6,2,484.4550556628137
2120,0.7,Ideal,F,SI1,62.6,55.0,5.67,5.7,3.56,4,4,2,3027.8288151562147
2135,0.61,Ideal,G,SI1,61.7,55.0,5.46,5.49,3.38,4,3,2,2018.259198282185
2141,2.01,Ideal,J,SI1,62.8,58.0,8.02,7.97,5.02,4,0,2,13099.544234166093
2148,0.32,Ideal,G,SI1,62.5,55.0,4.35,4.38,2.73,4,3,2,947.8441624088234
2158,1.05,Ideal,I,SI1,60.4,57.0,6.6,6.58,3.98,4,1,2,5237.560808626173
2163,1.23,Very Good,H,SI1,62.3,58.0,6.79,6.83,4.24,2,2,2,6739.35877426013
2167,1.63,Very Good,I,SI1,61.9,60.0,7.51,7.55,4.66,2,1,2,9869.847243845943
2172,1.5,Premium,J,SI1,62.1,57.0,7.42,7.26,4.56,3,0,2,8656.408943270113
2179,0.41,Ideal,D,SI1,62.3,55.0,4.79,4.77,2.98,4,6,2,1075.891925157077
2180,0.34,Premium,D,SI1,62.0,58.0,4.47,4.43,2.76,3,6,2,400.0
2181,0.92,Premium,H,SI1,62.0,60.0,6.21,6.27,3.87,3,2,2,4254.233593937597
2187,1.08,Premium,H,SI1,62.6,56.0,6.58,6.52,4.1,3,2,2,5606.089295638771
2188,0.54,Good,D,SI1,57.9,60.0,5.36,5.39,3.11,1,6,2,1771.9889576188061
2194,0.65,Very Good,F,SI1,60.0,63.0,5.62,5.54,3.35,2,4,2,2337.1834249276153
2197,1.02,Good,E,SI1,63.7,62.0,6.31,6.4,4.05,1,5,2,5578.405278055208
2201,2.01,Good,G,SI1,63.9,60.0,7.81,7.75,4.97,1,3,2,13444.710862996977
2202,0.6,Ideal,I,SI1,60.7,58.0,5.43,5.45,3.3,4,1,2,1435.466647591622
2206,1.02,Very Good,F,SI1,60.7,59.0,6.49,6.55,3.96,2,4,2,5463.34973511158
2214,0.7,Premium,F,SI1,61.0,60.0,5.75,5.72,3.5,3,4,2,2893.7335734327235
2216,1.01,Very Good,I,SI1,64.4,54.0,6.31,6.4,4.09,2,1,2,4631.406399753896
2218,0.72,Premium,J,SI1,60.9,57.0,5.84,5.78,3.54,3,0,2,2066.1123974768916
2224,0.7,Ideal,G,SI1,61.6,56.0,5.69,5.73,3.52,4,3,2,2778.6780304890954
2225,1.2,Very Good,G,SI1,63.4,55.0,6.72,6.65,4.24,2,3,2,6735.03661485828
2229,0.85,Ideal,G,SI1,62.2,56.0,6.04,6.09,3.77,4,3,2,4046.0427508339453
2232,0.65,Ideal,J,SI1,61.9,54.0,5.6,5.62,3.47,4,0,2,1608.7707697061205
2234,1.22,Ideal,H,SI1,61.9,55.0,6.82,6.87,4.24,4,2,2,6923.058276350788
2237,0.31,Premium,G,SI1,61.8,60.0,4.35,4.32,2.68,3,3,2,947.8441624088234
2241,0.4,Ideal,D,SI1,59.6,57.0,4.82,4.77,2.86,4,6,2,991.4009438007533
2252,0.55,Premium,D,SI1,62.7,59.0,5.25,5.22,3.28,3,6,2,2124.670422422113
2258,0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67,4,2,2,947.8441624088234
2260,1.01,Premium,D,SI1,62.9,59.0,6.43,6.39,4.03,3,6,2,6011.2555648129855
2262,0.73,Premium,G,SI1,60.8,58.0,5.82,5.85,3.55,3,3,2,2898.055732834574
2264,1.51,Ideal,H,SI1,61.3,56.0,7.44,7.4,4.55,4,2,2,9373.296735684165
2269,0.57,Premium,F,SI1,62.1,59.0,5.31,5.28,3.29,3,4,2,1795.3508158005197
2280,1.16,Premium,G,SI1,63.0,58.0,6.7,6.66,4.21,3,3,2,6531.167931156477
2282,0.44,Premium,E,SI1,62.3,59.0,4.84,4.88,3.03,3,5,2,946.1188428354362
2283,0.34,Ideal,I,SI1,61.9,57.0,4.49,4.52,2.79,4,1,2,947.8441624088234
2284,0.7,Good,I,SI1,61.6,63.0,5.59,5.68,3.47,1,1,2,1878.0907359843814
2288,0.55,Premium,D,SI1,61.6,56.0,5.28,5.24,3.24,3,6,2,2124.670422422113
2293,1.42,Premium,H,SI1,62.3,58.0,7.15,7.19,4.47,3,2,2,8478.782661753765
2297,0.5,Premium,D,SI1,61.2,60.0,5.14,5.09,3.13,3,6,2,1702.215515640496
2298,0.95,Very Good,E,SI1,62.8,59.0,6.21,6.25,3.91,2,5,2,5121.063650284435
2302,1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,2,2,2,4965.04816577734
2304,1.15,Premium,G,SI1,62.2,56.0,6.76,6.68,4.18,3,3,2,6446.676949800152
2308,1.14,Premium,F,SI1,59.6,58.0,6.8,6.78,4.05,3,4,2,6611.336753110951
2316,1.24,Premium,H,SI1,60.4,59.0,6.97,6.93,4.2,3,2,2,6957.944997339944
2319,0.51,Good,H,SI1,63.7,56.0,5.07,5.1,3.24,1,2,2,521.9128748813582
2321,0.7,Ideal,D,SI1,61.2,54.0,5.79,5.75,3.53,4,6,2,3526.130384490454
2326,0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,2,4,2,478.38183508850125
2330,0.3,Very Good,G,SI1,62.5,56.0,4.27,4.3,2.68,2,3,2,947.8441624088234
2333,0.71,Very Good,H,SI1,61.5,56.0,5.71,5.75,3.53,2,2,2,2345.8277437313163
2334,0.3,Ideal,F,SI1,62.1,55.0,4.31,4.35,2.69,4,4,2,947.8441624088234
2341,1.02,Premium,G,SI1,63.0,55.0,6.45,6.4,4.05,3,3,2,5348.294192167952
2342,1.0,Very Good,H,SI1,63.4,56.0,6.37,6.34,4.03,2,2,2,4796.066203064693
2346,0.3,Good,H,SI1,63.8,55.0,4.2,4.26,2.7,1,2,2,947.8441624088234
2351,0.43,Premium,D,SI1,61.2,58.0,4.87,4.83,2.97,3,6,2,1110.778646146232
2353,1.0,Premium,E,SI1,61.9,62.0,6.4,6.34,3.94,3,5,2,5677.613798789544
2356,0.51,Ideal,I,SI1,62.5,57.0,5.07,5.1,3.18,4,1,2,675.0478153847125
2360,0.74,Very Good,H,SI1,62.4,58.0,5.71,5.76,3.58,2,2,2,2599.300687800286
2364,1.54,Premium,G,SI1,60.5,61.0,7.47,7.44,4.51,3,3,2,9741.825222696767
2385,1.01,Premium,E,SI1,61.7,56.0,6.44,6.39,3.96,3,5,2,5762.104780145866
2387,1.02,Very Good,H,SI1,64.4,59.0,6.24,6.36,4.06,2,2,2,4965.04816577734
2389,0.63,Very Good,E,SI1,61.0,57.6,5.48,5.51,3.36,2,5,2,2417.3522468820884
2399,0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,4,1,2,947.8441624088234
2407,0.74,Ideal,F,SI1,62.5,56.0,5.8,5.76,3.61,4,4,2,3365.792740581508
2413,2.0,Very Good,H,SI1,63.3,59.0,8.02,8.0,5.07,2,2,2,13245.164338697028
2414,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,3,3,2,13881.883309156608
2416,0.9,Very Good,G,SI1,62.9,56.0,6.11,6.17,3.86,2,3,2,4200.30717416858
2422,1.54,Very Good,D,SI1,63.0,59.0,7.31,7.35,4.62,2,6,2,10355.182334974634
2423,2.07,Premium,H,SI1,61.1,58.0,8.27,8.2,5.03,3,2,2,13970.69644991478
2433,1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,4,0,2,5917.81081887861
2436,0.94,Fair,H,SI1,68.4,53.0,6.05,5.97,4.11,0,2,2,4020.9298314797707
2440,0.62,Ideal,D,SI1,60.8,59.0,5.48,5.5,3.34,4,6,2,2850.2025336398674
2444,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49,4,4,2,3027.8288151562147
2446,0.4,Premium,G,SI1,59.3,59.0,4.82,4.8,2.85,3,3,2,400.0
2451,0.42,Very Good,E,SI1,62.3,58.0,4.76,4.81,2.98,2,5,2,643.0416383992979
2455,0.3,Very Good,E,SI1,63.2,57.0,4.3,4.25,2.7,2,5,2,947.8441624088234
2456,0.31,Premium,H,SI1,62.3,55.0,4.36,4.34,2.71,3,2,2,947.8441624088234
2458,0.74,Ideal,G,SI1,61.3,57.0,5.81,5.83,3.57,4,3,2,3116.6419559143887
2459,0.3,Very Good,F,SI1,63.5,57.0,4.27,4.24,2.7,2,4,2,947.8441624088234
2463,1.54,Premium,G,SI1,61.0,59.0,7.43,7.38,4.52,3,3,2,9741.825222696767
2466,1.0,Premium,D,SI1,62.5,59.0,6.32,6.38,3.97,3,6,2,5926.764583456663
2471,0.35,Ideal,D,SI1,62.3,55.0,4.54,4.51,2.82,4,6,2,568.9460370191364
